MR_ID;Kalenderwoche;Wochentag;Monat;Fahrzeugtyp;Fahrzeugkapazität;Frachtgewicht;Auslastung;SequenzExt;SequenzInt
3-35115-0;24;3;<attribute 'month' of 'datetime.date' objects>;0;9000;523.24;0.05813777777777778;[1236, 1177, 1001, 1091, 0];[49, 39, 1, 28, 0]
3-40348-2;24;3;<attribute 'month' of 'datetime.date' objects>;2;24000;0.0;0.0;[1204, 1065, 1056, 1179, 1061, 1062, 1015, 1123, 0];[45, 18, 13, 40, 14, 15, 2, 31, 0]
4-36837-2;24;4;<attribute 'month' of 'datetime.date' objects>;2;24000;14990.91;0.62462125;[1034, 1089, 1088, 1035, 1176, 1031, 1164, 1210, 1074, 0];[7, 27, 26, 8, 38, 6, 35, 46, 22, 0]
0-46-0;25;0;<attribute 'month' of 'datetime.date' objects>;0;9000;2900.58;0.32228666666666667;[1213, 0];[47, 0]
0-910-1;25;0;<attribute 'month' of 'datetime.date' objects>;1;12000;5923.28;0.49360666666666664;[1067, 1068, 0];[19, 20, 0]
0-14083-1;25;0;<attribute 'month' of 'datetime.date' objects>;1;12000;24755.819999999996;2.062985;[1231, 1187, 1045, 0];[48, 42, 10, 0]
0-30104-0;25;0;<attribute 'month' of 'datetime.date' objects>;0;9000;5673.8;0.6304222222222222;[1084, 1076, 1126, 1041, 1273, 0];[25, 23, 32, 9, 51, 0]
0-36971-2;25;0;<attribute 'month' of 'datetime.date' objects>;2;24000;16810.66;0.7004441666666666;[1115, 1497, 1064, 1082, 1190, 1123, 0];[30, 57, 17, 24, 43, 31, 0]
0-37483-2;25;0;<attribute 'month' of 'datetime.date' objects>;2;24000;29965.789999999997;1.2485745833333333;[1204, 1065, 1056, 1179, 1063, 1372, 1062, 1061, 1174, 0];[45, 18, 13, 40, 16, 56, 15, 14, 37, 0]
1-33817-1;25;1;<attribute 'month' of 'datetime.date' objects>;1;12000;12693.72;1.05781;[1315, 1350, 1236, 1030, 0];[53, 54, 49, 5, 0]
1-38019-2;25;1;<attribute 'month' of 'datetime.date' objects>;2;24000;29822.52;1.242605;[1193, 1053, 1313, 1016, 0];[44, 12, 52, 3, 0]
1-38573-2;25;1;<attribute 'month' of 'datetime.date' objects>;2;24000;9884.92;0.4118716666666667;[1035, 1176, 1031, 1091, 0];[8, 38, 6, 28, 0]
2-46-0;25;2;<attribute 'month' of 'datetime.date' objects>;0;9000;4001.35;0.44459444444444446;[1213, 0];[47, 0]
2-6643-0;25;2;<attribute 'month' of 'datetime.date' objects>;0;9000;9317.439999999999;1.035271111111111;[1165, 1084, 1020, 0];[36, 25, 4, 0]
2-17924-0;25;2;<attribute 'month' of 'datetime.date' objects>;0;9000;3694.7;0.4105222222222222;[1063, 1062, 1115, 0];[16, 15, 30, 0]
2-21028-1;25;2;<attribute 'month' of 'datetime.date' objects>;1;12000;12295.96;1.0246633333333333;[1068, 1067, 1371, 0];[20, 19, 55, 0]
2-33392-1;25;2;<attribute 'month' of 'datetime.date' objects>;1;12000;7975.25;0.6646041666666667;[1050, 1070, 1255, 1034, 1089, 0];[11, 21, 50, 7, 27, 0]
2-37950-2;25;2;<attribute 'month' of 'datetime.date' objects>;2;24000;14323.13;0.5967970833333333;[1102, 1187, 1045, 1186, 1151, 0];[29, 42, 10, 41, 34, 0]
3-195-2;25;3;<attribute 'month' of 'datetime.date' objects>;2;24000;10286.1;0.4285875;[1016, 1133, 0];[3, 33, 0]
3-35115-0;25;3;<attribute 'month' of 'datetime.date' objects>;0;9000;4223.81;0.46931222222222224;[1236, 1177, 1001, 1091, 0];[49, 39, 1, 28, 0]
3-40348-2;25;3;<attribute 'month' of 'datetime.date' objects>;2;24000;6919.31;0.28830458333333336;[1204, 1065, 1056, 1179, 1061, 1062, 1015, 1123, 0];[45, 18, 13, 40, 14, 15, 2, 31, 0]
4-36837-2;25;4;<attribute 'month' of 'datetime.date' objects>;2;24000;11474.76;0.478115;[1034, 1089, 1088, 1035, 1176, 1031, 1164, 1210, 1074, 0];[7, 27, 26, 8, 38, 6, 35, 46, 22, 0]
0-46-0;26;0;<attribute 'month' of 'datetime.date' objects>;0;9000;1801.8;0.2002;[1213, 0];[47, 0]
0-910-1;26;0;<attribute 'month' of 'datetime.date' objects>;1;12000;2916.21;0.2430175;[1067, 1068, 0];[19, 20, 0]
0-14083-1;26;0;<attribute 'month' of 'datetime.date' objects>;1;12000;6636.5;0.5530416666666667;[1231, 1187, 1045, 0];[48, 42, 10, 0]
0-30104-0;26;0;<attribute 'month' of 'datetime.date' objects>;0;9000;1316.75;0.14630555555555555;[1084, 1076, 1126, 1041, 1273, 0];[25, 23, 32, 9, 51, 0]
